bhat	beta	type
1.701657e-02	0.000000e+00	1e+00
3.813995e-02	0.000000e+00	2e+00
7.788761e-02	0.000000e+00	1e+00
4.365490e-02	0.000000e+00	2e+00
4.708167e-03	0.000000e+00	1e+00
3.139895e-02	0.000000e+00	2e+00
1.697582e-02	0.000000e+00	1e+00
2.866908e-02	0.000000e+00	2e+00
-3.155681e-02	0.000000e+00	1e+00
-9.391823e-03	0.000000e+00	2e+00
-2.819993e-02	0.000000e+00	1e+00
-3.611719e-03	0.000000e+00	2e+00
-8.468797e-02	0.000000e+00	1e+00
-3.577263e-02	0.000000e+00	2e+00
-7.342935e-02	0.000000e+00	1e+00
-2.007616e-02	0.000000e+00	2e+00
-7.674112e-03	0.000000e+00	1e+00
-1.396336e-01	0.000000e+00	2e+00
-9.529994e-02	0.000000e+00	1e+00
-2.985814e-02	0.000000e+00	2e+00
4.334492e-02	0.000000e+00	1e+00
3.402630e-02	0.000000e+00	2e+00
-4.321818e-02	0.000000e+00	1e+00
-7.162797e-02	0.000000e+00	2e+00
5.406193e-02	0.000000e+00	1e+00
1.215600e-02	0.000000e+00	2e+00
5.993965e-02	0.000000e+00	1e+00
4.009934e-02	0.000000e+00	2e+00
-5.694787e-02	0.000000e+00	1e+00
-7.521957e-02	0.000000e+00	2e+00
6.321429e-02	0.000000e+00	1e+00
-4.156342e-02	0.000000e+00	2e+00
-4.730028e-02	0.000000e+00	1e+00
-5.852607e-02	0.000000e+00	2e+00
-2.473564e-02	0.000000e+00	1e+00
-9.855516e-02	0.000000e+00	2e+00
-3.436069e-02	0.000000e+00	1e+00
-4.981683e-04	0.000000e+00	2e+00
-7.459292e-03	0.000000e+00	1e+00
1.087994e-01	0.000000e+00	2e+00
4.509991e-02	0.000000e+00	1e+00
-3.381831e-03	0.000000e+00	2e+00
-6.810954e-02	0.000000e+00	1e+00
-5.797094e-02	0.000000e+00	2e+00
1.087190e-01	0.000000e+00	1e+00
5.800345e-02	0.000000e+00	2e+00
-1.823385e-02	0.000000e+00	1e+00
7.856068e-02	0.000000e+00	2e+00
-1.056865e-02	0.000000e+00	1e+00
-2.103971e-04	0.000000e+00	2e+00
5.823142e-02	0.000000e+00	1e+00
1.247944e-01	0.000000e+00	2e+00
3.838555e-03	0.000000e+00	1e+00
-5.085620e-02	0.000000e+00	2e+00
-1.114994e-01	0.000000e+00	1e+00
-7.875772e-02	0.000000e+00	2e+00
-9.771259e-02	0.000000e+00	1e+00
-2.490037e-02	0.000000e+00	2e+00
2.045254e-02	0.000000e+00	1e+00
4.305341e-03	0.000000e+00	2e+00
-3.203621e-02	0.000000e+00	1e+00
-1.263188e-02	0.000000e+00	2e+00
-9.538758e-02	0.000000e+00	1e+00
-1.066041e-01	0.000000e+00	2e+00
-4.875561e-02	0.000000e+00	1e+00
-3.113474e-02	0.000000e+00	2e+00
-7.636357e-02	0.000000e+00	1e+00
-1.773236e-02	0.000000e+00	2e+00
-1.255767e-02	0.000000e+00	1e+00
9.515005e-03	0.000000e+00	2e+00
-4.884203e-02	0.000000e+00	1e+00
-2.316096e-04	0.000000e+00	2e+00
1.270542e-01	0.000000e+00	1e+00
5.846908e-02	0.000000e+00	2e+00
4.893237e-02	0.000000e+00	1e+00
1.437903e-01	0.000000e+00	2e+00
1.066561e-02	0.000000e+00	1e+00
-6.939364e-02	0.000000e+00	2e+00
-1.443132e-02	0.000000e+00	1e+00
1.952964e-02	0.000000e+00	2e+00
2.343911e-02	0.000000e+00	1e+00
3.328337e-02	0.000000e+00	2e+00
1.948847e-02	0.000000e+00	1e+00
5.554818e-02	0.000000e+00	2e+00
1.202096e-01	0.000000e+00	1e+00
9.951824e-02	0.000000e+00	2e+00
-3.869136e-03	0.000000e+00	1e+00
-1.795451e-02	0.000000e+00	2e+00
8.013879e-03	0.000000e+00	1e+00
6.745319e-02	0.000000e+00	2e+00
-6.991706e-02	0.000000e+00	1e+00
-8.809306e-02	0.000000e+00	2e+00
-1.042311e-02	0.000000e+00	1e+00
-3.779933e-02	0.000000e+00	2e+00
4.827380e-02	0.000000e+00	1e+00
-3.201799e-03	0.000000e+00	2e+00
-3.501177e-02	0.000000e+00	1e+00
-1.091753e-02	0.000000e+00	2e+00
-8.525391e-02	0.000000e+00	1e+00
-9.132273e-03	0.000000e+00	2e+00
-1.345685e-01	0.000000e+00	1e+00
-8.807392e-02	0.000000e+00	2e+00
-2.224243e-02	0.000000e+00	1e+00
-5.187381e-02	0.000000e+00	2e+00
6.594234e-02	0.000000e+00	1e+00
1.376037e-01	0.000000e+00	2e+00
3.161537e-02	0.000000e+00	1e+00
7.781959e-02	0.000000e+00	2e+00
-2.008911e-03	0.000000e+00	1e+00
1.662436e-02	0.000000e+00	2e+00
1.366129e-01	0.000000e+00	1e+00
-3.030311e-02	0.000000e+00	2e+00
-2.262864e-02	0.000000e+00	1e+00
-5.398920e-02	0.000000e+00	2e+00
1.333665e-01	0.000000e+00	1e+00
4.027965e-02	0.000000e+00	2e+00
1.083912e-02	0.000000e+00	1e+00
4.700625e-02	0.000000e+00	2e+00
3.437220e-02	0.000000e+00	1e+00
4.378440e-02	0.000000e+00	2e+00
-1.771873e-02	0.000000e+00	1e+00
-3.161431e-02	0.000000e+00	2e+00
4.722494e-02	0.000000e+00	1e+00
1.472857e-01	0.000000e+00	2e+00
-8.239695e-03	0.000000e+00	1e+00
-3.025656e-02	0.000000e+00	2e+00
7.638435e-03	0.000000e+00	1e+00
-1.256663e-02	0.000000e+00	2e+00
-3.641699e-02	0.000000e+00	1e+00
-3.885118e-02	0.000000e+00	2e+00
4.711214e-02	0.000000e+00	1e+00
7.070350e-03	0.000000e+00	2e+00
4.553668e-02	0.000000e+00	1e+00
-2.611607e-02	0.000000e+00	2e+00
-4.039843e-02	0.000000e+00	1e+00
-2.785102e-02	0.000000e+00	2e+00
1.356920e-03	0.000000e+00	1e+00
2.837698e-02	0.000000e+00	2e+00
2.294978e-02	0.000000e+00	1e+00
6.781921e-02	0.000000e+00	2e+00
9.411282e-03	0.000000e+00	1e+00
-1.649497e-02	0.000000e+00	2e+00
5.517683e-03	0.000000e+00	1e+00
-3.871485e-02	0.000000e+00	2e+00
-5.293988e-03	0.000000e+00	1e+00
-4.604218e-03	0.000000e+00	2e+00
-2.050436e-02	0.000000e+00	1e+00
-4.960556e-03	0.000000e+00	2e+00
2.248615e-02	0.000000e+00	1e+00
7.461301e-02	0.000000e+00	2e+00
4.877358e-02	0.000000e+00	1e+00
5.073762e-02	0.000000e+00	2e+00
5.905205e-02	0.000000e+00	1e+00
1.227733e-01	0.000000e+00	2e+00
-2.201307e-02	0.000000e+00	1e+00
-3.848083e-02	0.000000e+00	2e+00
1.602627e-02	0.000000e+00	1e+00
1.187581e-01	0.000000e+00	2e+00
-7.562433e-02	0.000000e+00	1e+00
-4.206964e-02	0.000000e+00	2e+00
6.320294e-02	0.000000e+00	1e+00
5.929939e-02	0.000000e+00	2e+00
-2.185144e-02	0.000000e+00	1e+00
-5.622240e-02	0.000000e+00	2e+00
-1.573101e-03	0.000000e+00	1e+00
6.203199e-02	0.000000e+00	2e+00
3.763666e-02	0.000000e+00	1e+00
2.460447e-02	0.000000e+00	2e+00
-6.970640e-03	0.000000e+00	1e+00
-5.848314e-02	0.000000e+00	2e+00
-2.561893e-02	0.000000e+00	1e+00
-8.044874e-02	0.000000e+00	2e+00
-2.784844e-02	0.000000e+00	1e+00
1.321026e-02	0.000000e+00	2e+00
1.978819e-02	0.000000e+00	1e+00
9.082492e-02	0.000000e+00	2e+00
-2.162546e-02	0.000000e+00	1e+00
7.803503e-02	0.000000e+00	2e+00
3.236840e-02	0.000000e+00	1e+00
7.435076e-02	0.000000e+00	2e+00
1.531337e-02	0.000000e+00	1e+00
4.402502e-02	0.000000e+00	2e+00
-2.244612e-04	0.000000e+00	1e+00
-4.804063e-03	0.000000e+00	2e+00
2.974862e-02	0.000000e+00	1e+00
1.634309e-03	0.000000e+00	2e+00
-3.573714e-02	0.000000e+00	1e+00
-2.102355e-02	0.000000e+00	2e+00
2.072616e-02	0.000000e+00	1e+00
4.978625e-02	0.000000e+00	2e+00
5.698654e-02	0.000000e+00	1e+00
9.956700e-02	0.000000e+00	2e+00
-4.189627e-02	0.000000e+00	1e+00
-9.018358e-03	0.000000e+00	2e+00
-1.086539e-01	0.000000e+00	1e+00
-9.529086e-02	0.000000e+00	2e+00
3.668122e-02	0.000000e+00	1e+00
1.215119e-01	0.000000e+00	2e+00
5.659269e-03	0.000000e+00	1e+00
-2.654071e-02	0.000000e+00	2e+00
7.455406e-02	0.000000e+00	1e+00
2.113232e-02	0.000000e+00	2e+00
-8.274716e-02	0.000000e+00	1e+00
-1.417590e-01	0.000000e+00	2e+00
1.061143e-01	0.000000e+00	1e+00
1.308442e-01	0.000000e+00	2e+00
1.146516e-02	0.000000e+00	1e+00
6.595113e-02	0.000000e+00	2e+00
-1.426787e-01	0.000000e+00	1e+00
-1.088746e-01	0.000000e+00	2e+00
7.826378e-02	0.000000e+00	1e+00
6.238875e-02	0.000000e+00	2e+00
-4.499998e-02	0.000000e+00	1e+00
-6.297089e-02	0.000000e+00	2e+00
1.317888e-01	0.000000e+00	1e+00
2.812061e-01	0.000000e+00	2e+00
1.719141e-02	0.000000e+00	1e+00
-7.001976e-03	0.000000e+00	2e+00
-6.534989e-02	0.000000e+00	1e+00
-5.678350e-03	0.000000e+00	2e+00
2.056600e-02	0.000000e+00	1e+00
-2.449452e-03	0.000000e+00	2e+00
6.811996e-03	0.000000e+00	1e+00
2.874595e-02	0.000000e+00	2e+00
-4.590855e-02	0.000000e+00	1e+00
2.662650e-02	0.000000e+00	2e+00
-5.521128e-02	0.000000e+00	1e+00
-3.366254e-02	0.000000e+00	2e+00
-2.603478e-02	0.000000e+00	1e+00
-1.439699e-02	0.000000e+00	2e+00
-7.390829e-02	0.000000e+00	1e+00
-1.615132e-01	0.000000e+00	2e+00
-4.186221e-02	0.000000e+00	1e+00
-5.209564e-02	0.000000e+00	2e+00
-2.812423e-02	0.000000e+00	1e+00
-7.613988e-02	0.000000e+00	2e+00
1.987141e-02	0.000000e+00	1e+00
5.393273e-02	0.000000e+00	2e+00
2.837690e-02	0.000000e+00	1e+00
7.314228e-02	0.000000e+00	2e+00
-3.670024e-03	0.000000e+00	1e+00
-2.100520e-02	0.000000e+00	2e+00
-5.895333e-02	0.000000e+00	1e+00
-7.054665e-02	0.000000e+00	2e+00
7.293210e-02	0.000000e+00	1e+00
7.109332e-02	0.000000e+00	2e+00
-2.851704e-02	0.000000e+00	1e+00
1.066242e-02	0.000000e+00	2e+00
-1.873243e-02	0.000000e+00	1e+00
3.011311e-02	0.000000e+00	2e+00
2.650688e-02	0.000000e+00	1e+00
-3.758025e-02	0.000000e+00	2e+00
-2.734561e-03	0.000000e+00	1e+00
4.356750e-02	0.000000e+00	2e+00
-1.910716e-05	0.000000e+00	1e+00
1.046071e-01	0.000000e+00	2e+00
5.812484e-02	0.000000e+00	1e+00
7.797695e-02	0.000000e+00	2e+00
6.587460e-03	0.000000e+00	1e+00
4.117783e-02	0.000000e+00	2e+00
1.934927e-02	0.000000e+00	1e+00
6.937792e-02	0.000000e+00	2e+00
-8.992328e-02	0.000000e+00	1e+00
-1.604843e-01	0.000000e+00	2e+00
-4.650384e-02	0.000000e+00	1e+00
-1.387812e-01	0.000000e+00	2e+00
1.386231e-02	0.000000e+00	1e+00
-1.418323e-02	0.000000e+00	2e+00
9.561527e-02	0.000000e+00	1e+00
9.658050e-02	0.000000e+00	2e+00
-3.540459e-02	0.000000e+00	1e+00
7.344707e-04	0.000000e+00	2e+00
1.398617e-02	0.000000e+00	1e+00
6.062379e-02	0.000000e+00	2e+00
-1.377843e-02	0.000000e+00	1e+00
-8.643075e-02	0.000000e+00	2e+00
-2.418161e-02	0.000000e+00	1e+00
-1.580761e-02	0.000000e+00	2e+00
-3.126507e-02	0.000000e+00	1e+00
-7.627069e-02	0.000000e+00	2e+00
-7.945853e-03	0.000000e+00	1e+00
2.375347e-03	0.000000e+00	2e+00
-2.545968e-03	0.000000e+00	1e+00
-3.412082e-02	0.000000e+00	2e+00
-3.467255e-03	0.000000e+00	1e+00
-2.836865e-02	0.000000e+00	2e+00
6.727420e-02	0.000000e+00	1e+00
1.767121e-01	0.000000e+00	2e+00
1.477262e-02	0.000000e+00	1e+00
2.013401e-02	0.000000e+00	2e+00
2.970866e-02	0.000000e+00	1e+00
2.343806e-02	0.000000e+00	2e+00
3.029656e-02	0.000000e+00	1e+00
2.052815e-02	0.000000e+00	2e+00
-1.419258e-02	0.000000e+00	1e+00
-2.409883e-03	0.000000e+00	2e+00
-8.080465e-02	0.000000e+00	1e+00
-7.085276e-02	0.000000e+00	2e+00
1.558972e-02	0.000000e+00	1e+00
-1.245967e-01	0.000000e+00	2e+00
-9.670978e-02	0.000000e+00	1e+00
-8.891787e-02	0.000000e+00	2e+00
-6.259583e-02	0.000000e+00	1e+00
-1.823265e-01	0.000000e+00	2e+00
-1.293152e-01	0.000000e+00	1e+00
-7.087647e-02	0.000000e+00	2e+00
-1.400301e-01	0.000000e+00	1e+00
-1.097907e-01	0.000000e+00	2e+00
-3.897072e-02	0.000000e+00	1e+00
-3.587722e-03	0.000000e+00	2e+00
-1.029248e-02	0.000000e+00	1e+00
2.776094e-02	0.000000e+00	2e+00
-1.060961e-03	0.000000e+00	1e+00
1.497357e-02	0.000000e+00	2e+00
5.179632e-02	0.000000e+00	1e+00
-3.396057e-03	0.000000e+00	2e+00
1.115769e-01	0.000000e+00	1e+00
1.625389e-01	0.000000e+00	2e+00
7.794047e-02	0.000000e+00	1e+00
6.905235e-02	0.000000e+00	2e+00
-8.275935e-04	0.000000e+00	1e+00
6.447558e-02	0.000000e+00	2e+00
1.136793e-01	0.000000e+00	1e+00
4.128358e-02	0.000000e+00	2e+00
1.206168e-02	0.000000e+00	1e+00
-4.961284e-02	0.000000e+00	2e+00
-4.310466e-02	0.000000e+00	1e+00
-5.615374e-02	0.000000e+00	2e+00
3.178379e-02	0.000000e+00	1e+00
-1.656969e-02	0.000000e+00	2e+00
-6.484758e-03	0.000000e+00	1e+00
3.996602e-02	0.000000e+00	2e+00
-4.265020e-02	0.000000e+00	1e+00
-5.620472e-03	0.000000e+00	2e+00
-6.462131e-02	0.000000e+00	1e+00
-1.539839e-01	0.000000e+00	2e+00
6.610736e-02	0.000000e+00	1e+00
5.066111e-02	0.000000e+00	2e+00
3.594266e-02	0.000000e+00	1e+00
-8.904958e-03	0.000000e+00	2e+00
4.634838e-02	0.000000e+00	1e+00
1.849166e-02	0.000000e+00	2e+00
-3.365715e-02	0.000000e+00	1e+00
-5.489385e-03	0.000000e+00	2e+00
-3.416685e-02	0.000000e+00	1e+00
7.090092e-03	0.000000e+00	2e+00
-3.250698e-02	0.000000e+00	1e+00
-2.985716e-02	0.000000e+00	2e+00
1.862118e-02	0.000000e+00	1e+00
6.117360e-02	0.000000e+00	2e+00
1.179363e-01	0.000000e+00	1e+00
6.170583e-02	0.000000e+00	2e+00
1.151821e-01	0.000000e+00	1e+00
3.922543e-02	0.000000e+00	2e+00
5.765747e-02	0.000000e+00	1e+00
7.355764e-02	0.000000e+00	2e+00
-2.117464e-02	0.000000e+00	1e+00
-1.122909e-01	0.000000e+00	2e+00
-7.470834e-02	0.000000e+00	1e+00
-1.199253e-01	0.000000e+00	2e+00
-3.239941e-02	0.000000e+00	1e+00
-5.035489e-02	0.000000e+00	2e+00
-4.486586e-02	0.000000e+00	1e+00
-1.199542e-01	0.000000e+00	2e+00
-9.212883e-02	0.000000e+00	1e+00
-8.251734e-02	0.000000e+00	2e+00
1.630647e-02	0.000000e+00	1e+00
-1.205084e-02	0.000000e+00	2e+00
1.298654e-01	0.000000e+00	1e+00
1.299544e-01	0.000000e+00	2e+00
1.313440e-01	0.000000e+00	1e+00
2.028962e-01	0.000000e+00	2e+00
9.893153e-02	0.000000e+00	1e+00
1.113781e-01	0.000000e+00	2e+00
1.453299e-02	0.000000e+00	1e+00
-1.250638e-02	0.000000e+00	2e+00
-1.132837e-03	0.000000e+00	1e+00
-2.554476e-02	0.000000e+00	2e+00
7.326108e-02	0.000000e+00	1e+00
7.502967e-02	0.000000e+00	2e+00
1.157651e-02	0.000000e+00	1e+00
-4.566575e-02	0.000000e+00	2e+00
-2.239661e-02	0.000000e+00	1e+00
-5.449222e-03	0.000000e+00	2e+00
2.857578e-02	0.000000e+00	1e+00
4.667848e-02	0.000000e+00	2e+00
-2.927490e-03	0.000000e+00	1e+00
3.141943e-02	0.000000e+00	2e+00
7.698193e-02	0.000000e+00	1e+00
5.540770e-02	0.000000e+00	2e+00
-1.398780e-02	0.000000e+00	1e+00
2.324293e-04	0.000000e+00	2e+00
-9.975842e-03	0.000000e+00	1e+00
-1.079358e-01	0.000000e+00	2e+00
2.503973e-02	0.000000e+00	1e+00
-1.073867e-02	0.000000e+00	2e+00
-2.704780e-02	0.000000e+00	1e+00
2.730982e-02	0.000000e+00	2e+00
-9.641295e-02	0.000000e+00	1e+00
-1.005711e-01	0.000000e+00	2e+00
-6.957711e-04	0.000000e+00	1e+00
-1.465374e-02	0.000000e+00	2e+00
1.699828e-02	0.000000e+00	1e+00
-9.806142e-02	0.000000e+00	2e+00
1.289322e-01	0.000000e+00	1e+00
2.412544e-02	0.000000e+00	2e+00
-1.122708e-01	0.000000e+00	1e+00
-1.875088e-01	0.000000e+00	2e+00
-1.313880e-02	0.000000e+00	1e+00
-8.629000e-03	0.000000e+00	2e+00
-7.560330e-02	0.000000e+00	1e+00
-1.318875e-01	0.000000e+00	2e+00
-3.919672e-02	0.000000e+00	1e+00
6.161187e-03	0.000000e+00	2e+00
4.680628e-02	0.000000e+00	1e+00
-5.673123e-02	0.000000e+00	2e+00
-1.683462e-01	0.000000e+00	1e+00
1.485076e-03	0.000000e+00	2e+00
1.020901e-01	0.000000e+00	1e+00
1.063122e-01	0.000000e+00	2e+00
-3.390621e-02	0.000000e+00	1e+00
2.154751e-03	0.000000e+00	2e+00
4.996907e-02	0.000000e+00	1e+00
2.131007e-02	0.000000e+00	2e+00
5.269478e-02	0.000000e+00	1e+00
-2.416921e-02	0.000000e+00	2e+00
3.033517e-02	0.000000e+00	1e+00
7.022036e-02	0.000000e+00	2e+00
2.197272e-03	0.000000e+00	1e+00
-5.278452e-02	0.000000e+00	2e+00
-7.869679e-02	0.000000e+00	1e+00
-8.680580e-02	0.000000e+00	2e+00
-2.875863e-02	0.000000e+00	1e+00
-5.927107e-02	0.000000e+00	2e+00
-3.885209e-02	0.000000e+00	1e+00
2.834033e-03	0.000000e+00	2e+00
2.781779e-02	0.000000e+00	1e+00
4.586438e-02	0.000000e+00	2e+00
-1.108361e-01	0.000000e+00	1e+00
-3.110728e-02	0.000000e+00	2e+00
-4.614181e-02	0.000000e+00	1e+00
-3.778153e-02	0.000000e+00	2e+00
-5.288067e-02	0.000000e+00	1e+00
-1.617311e-02	0.000000e+00	2e+00
-1.373234e-01	0.000000e+00	1e+00
-1.537205e-01	0.000000e+00	2e+00
1.111316e-01	0.000000e+00	1e+00
9.433887e-03	0.000000e+00	2e+00
1.337131e-01	0.000000e+00	1e+00
1.907486e-01	0.000000e+00	2e+00
1.642593e-02	0.000000e+00	1e+00
1.717848e-02	0.000000e+00	2e+00
-1.318687e-02	0.000000e+00	1e+00
3.418005e-02	0.000000e+00	2e+00
-7.793121e-02	0.000000e+00	1e+00
-3.524972e-02	0.000000e+00	2e+00
7.683475e-03	0.000000e+00	1e+00
8.811497e-03	0.000000e+00	2e+00
3.986699e-02	0.000000e+00	1e+00
4.102793e-02	0.000000e+00	2e+00
-2.932121e-02	0.000000e+00	1e+00
-5.757429e-02	0.000000e+00	2e+00
5.193576e-02	0.000000e+00	1e+00
1.089599e-01	0.000000e+00	2e+00
-8.054531e-03	0.000000e+00	1e+00
-1.455871e-02	0.000000e+00	2e+00
-2.312829e-02	0.000000e+00	1e+00
-7.625323e-02	0.000000e+00	2e+00
6.122547e-02	0.000000e+00	1e+00
-3.608495e-02	0.000000e+00	2e+00
-3.110777e-02	0.000000e+00	1e+00
-1.781931e-02	0.000000e+00	2e+00
4.023570e-02	0.000000e+00	1e+00
-3.245614e-02	0.000000e+00	2e+00
-3.033759e-02	0.000000e+00	1e+00
-9.513539e-02	0.000000e+00	2e+00
3.869759e-02	0.000000e+00	1e+00
4.096586e-02	0.000000e+00	2e+00
-9.671916e-02	0.000000e+00	1e+00
-7.123565e-02	0.000000e+00	2e+00
4.034611e-02	0.000000e+00	1e+00
8.197084e-02	0.000000e+00	2e+00
-8.890425e-03	0.000000e+00	1e+00
-7.192971e-02	0.000000e+00	2e+00
4.220354e-02	0.000000e+00	1e+00
-6.164905e-02	0.000000e+00	2e+00
1.193446e-01	0.000000e+00	1e+00
-2.380837e-02	0.000000e+00	2e+00
7.792887e-02	0.000000e+00	1e+00
-5.125861e-02	0.000000e+00	2e+00
1.053042e-01	0.000000e+00	1e+00
3.001920e-02	0.000000e+00	2e+00
-2.330490e-02	0.000000e+00	1e+00
-1.097768e-02	0.000000e+00	2e+00
8.886046e-02	0.000000e+00	1e+00
9.890873e-02	0.000000e+00	2e+00
-7.748912e-02	0.000000e+00	1e+00
-1.178165e-01	0.000000e+00	2e+00
-5.003776e-02	0.000000e+00	1e+00
-1.074427e-01	0.000000e+00	2e+00
9.710003e-03	0.000000e+00	1e+00
1.358867e-02	0.000000e+00	2e+00
-4.580889e-02	0.000000e+00	1e+00
1.129343e-02	0.000000e+00	2e+00
-5.519838e-02	0.000000e+00	1e+00
-7.957350e-02	0.000000e+00	2e+00
4.937537e-02	0.000000e+00	1e+00
6.169310e-02	0.000000e+00	2e+00
-2.955887e-02	0.000000e+00	1e+00
-2.416268e-02	0.000000e+00	2e+00
6.076121e-02	0.000000e+00	1e+00
2.842736e-02	0.000000e+00	2e+00
1.319256e-01	0.000000e+00	1e+00
5.480205e-02	0.000000e+00	2e+00
-4.051667e-02	0.000000e+00	1e+00
-2.335440e-02	0.000000e+00	2e+00
-8.919818e-02	0.000000e+00	1e+00
-7.338985e-02	0.000000e+00	2e+00
-7.881343e-03	0.000000e+00	1e+00
8.409528e-03	0.000000e+00	2e+00
6.595611e-02	0.000000e+00	1e+00
1.152542e-01	0.000000e+00	2e+00
-2.372694e-02	0.000000e+00	1e+00
-4.368987e-02	0.000000e+00	2e+00
1.362755e-01	0.000000e+00	1e+00
1.127843e-01	0.000000e+00	2e+00
9.744134e-02	0.000000e+00	1e+00
6.309979e-02	0.000000e+00	2e+00
2.143588e-02	0.000000e+00	1e+00
-2.971202e-02	0.000000e+00	2e+00
1.450693e-02	0.000000e+00	1e+00
-4.163731e-02	0.000000e+00	2e+00
-6.338048e-02	0.000000e+00	1e+00
-1.063286e-02	0.000000e+00	2e+00
-1.672752e-02	0.000000e+00	1e+00
2.312433e-02	0.000000e+00	2e+00
4.122612e-02	0.000000e+00	1e+00
8.424843e-02	0.000000e+00	2e+00
1.212403e-01	0.000000e+00	1e+00
6.807097e-02	0.000000e+00	2e+00
1.161699e-01	0.000000e+00	1e+00
4.851806e-02	0.000000e+00	2e+00
1.252752e-01	0.000000e+00	1e+00
9.781916e-02	0.000000e+00	2e+00
-2.400174e-03	0.000000e+00	1e+00
-1.804958e-02	0.000000e+00	2e+00
-2.314137e-02	0.000000e+00	1e+00
-1.213481e-01	0.000000e+00	2e+00
1.347827e-01	0.000000e+00	1e+00
1.206699e-01	0.000000e+00	2e+00
-7.426199e-03	0.000000e+00	1e+00
-1.134789e-02	0.000000e+00	2e+00
8.793921e-04	0.000000e+00	1e+00
6.960479e-02	0.000000e+00	2e+00
-7.223548e-02	0.000000e+00	1e+00
-5.407995e-02	0.000000e+00	2e+00
2.753817e-02	0.000000e+00	1e+00
1.197637e-01	0.000000e+00	2e+00
4.459889e-02	0.000000e+00	1e+00
2.703962e-02	0.000000e+00	2e+00
-8.261398e-02	0.000000e+00	1e+00
-1.226342e-01	0.000000e+00	2e+00
-2.931847e-02	0.000000e+00	1e+00
-5.034522e-02	0.000000e+00	2e+00
1.116498e-02	0.000000e+00	1e+00
3.825134e-02	0.000000e+00	2e+00
-2.854762e-02	0.000000e+00	1e+00
5.596642e-02	0.000000e+00	2e+00
-1.389159e-01	0.000000e+00	1e+00
-1.836781e-01	0.000000e+00	2e+00
5.537739e-03	0.000000e+00	1e+00
4.737566e-02	0.000000e+00	2e+00
-6.447683e-02	0.000000e+00	1e+00
-2.128131e-02	0.000000e+00	2e+00
-3.160030e-02	0.000000e+00	1e+00
6.544240e-02	0.000000e+00	2e+00
-5.042462e-02	0.000000e+00	1e+00
-2.606457e-02	0.000000e+00	2e+00
1.652602e-01	0.000000e+00	1e+00
2.313686e-01	0.000000e+00	2e+00
2.020175e-04	0.000000e+00	1e+00
3.668503e-02	0.000000e+00	2e+00
1.586335e-01	0.000000e+00	1e+00
-6.475216e-03	0.000000e+00	2e+00
3.030675e-04	0.000000e+00	1e+00
6.191668e-02	0.000000e+00	2e+00
2.655789e-02	0.000000e+00	1e+00
-1.806760e-02	0.000000e+00	2e+00
-1.337974e-01	0.000000e+00	1e+00
-2.039736e-01	0.000000e+00	2e+00
7.651786e-02	0.000000e+00	1e+00
-6.950790e-02	0.000000e+00	2e+00
-6.443444e-02	0.000000e+00	1e+00
-4.890167e-02	0.000000e+00	2e+00
-1.156916e-01	0.000000e+00	1e+00
-1.280330e-01	0.000000e+00	2e+00
-1.087254e-01	0.000000e+00	1e+00
-7.855205e-02	0.000000e+00	2e+00
3.920084e-02	0.000000e+00	1e+00
5.658018e-03	0.000000e+00	2e+00
4.468657e-02	0.000000e+00	1e+00
-5.970881e-03	0.000000e+00	2e+00
-4.337585e-02	0.000000e+00	1e+00
-2.877798e-02	0.000000e+00	2e+00
-3.488239e-03	0.000000e+00	1e+00
-3.981228e-03	0.000000e+00	2e+00
5.347580e-02	0.000000e+00	1e+00
-3.916989e-02	0.000000e+00	2e+00
-4.038526e-02	0.000000e+00	1e+00
-3.358111e-03	0.000000e+00	2e+00
4.531771e-02	0.000000e+00	1e+00
7.828219e-02	0.000000e+00	2e+00
1.953785e-02	0.000000e+00	1e+00
-1.821248e-02	0.000000e+00	2e+00
5.359870e-02	0.000000e+00	1e+00
4.853069e-02	0.000000e+00	2e+00
-1.066119e-01	0.000000e+00	1e+00
-9.349515e-02	0.000000e+00	2e+00
-5.272827e-02	0.000000e+00	1e+00
-1.564023e-02	0.000000e+00	2e+00
-1.803512e-02	0.000000e+00	1e+00
1.941351e-02	0.000000e+00	2e+00
-1.079136e-01	0.000000e+00	1e+00
-2.400343e-01	0.000000e+00	2e+00
-2.896661e-02	0.000000e+00	1e+00
7.603475e-02	0.000000e+00	2e+00
1.666980e-02	0.000000e+00	1e+00
3.344495e-02	0.000000e+00	2e+00
-7.290293e-03	0.000000e+00	1e+00
-1.467091e-02	0.000000e+00	2e+00
1.820308e-02	0.000000e+00	1e+00
2.187319e-02	0.000000e+00	2e+00
1.742391e-02	0.000000e+00	1e+00
-4.309630e-03	0.000000e+00	2e+00
1.075631e-02	0.000000e+00	1e+00
6.493514e-03	0.000000e+00	2e+00
-2.526654e-02	0.000000e+00	1e+00
4.184937e-02	0.000000e+00	2e+00
-4.403178e-02	0.000000e+00	1e+00
-3.906785e-03	0.000000e+00	2e+00
-7.181682e-03	0.000000e+00	1e+00
-1.882584e-02	0.000000e+00	2e+00
1.584912e-02	0.000000e+00	1e+00
5.529735e-02	0.000000e+00	2e+00
-3.863644e-02	0.000000e+00	1e+00
5.188647e-02	0.000000e+00	2e+00
4.485980e-02	0.000000e+00	1e+00
2.831591e-02	0.000000e+00	2e+00
-1.085496e-02	0.000000e+00	1e+00
